Class,Precision,Recall,F1
0-back,0.5,0.5555555555555556,0.5263157894736842
2-back,0.35714285714285715,0.3968253968253968,0.37593984962406013
3-back,0.3673469387755102,0.2857142857142857,0.32142857142857145
