subject,EEG,fNIRS,Fusion,Fusion_minus_EEG,Fusion_minus_fNIRS,Fusion_minus_best,Fusion_wins
VP001,0.3240740740740741,0.4314574314574314,0.3101010101010101,-0.013973063973064026,-0.12135642135642127,-0.12135642135642127,False
VP002,0.1714285714285714,0.3954013822434876,0.36162870945479647,0.19020013802622507,-0.033772672788691116,-0.033772672788691116,False
VP003,0.24542124542124544,0.6296296296296297,0.5452168746286393,0.2997956292073939,-0.08441275500099032,-0.08441275500099032,False
VP004,0.2711111111111111,0.3685185185185185,0.24145299145299146,-0.029658119658119625,-0.12706552706552707,-0.12706552706552707,False
VP005,0.3181818181818182,0.40196078431372545,0.4412338034629056,0.1230519852810874,0.03927301914918013,0.03927301914918013,True
VP006,0.3954013822434875,0.46340275240531,0.39415204678362575,-0.0012493354598617223,-0.06925070562168423,-0.06925070562168423,False
VP007,0.4262626262626263,0.4809269162210339,0.4166666666666667,-0.009595959595959602,-0.06426024955436721,-0.06426024955436721,False
